data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2023,3,United States,Fentanyl,12 month-ending,03/31/2023,74880,
01/05/2025,2023,3,United States,Gabapentin,12 month-ending,03/31/2023,4317,
01/05/2025,2023,3,United States,Heroin,12 month-ending,03/31/2023,5355,
01/05/2025,2023,3,United States,Methamphetamine,12 month-ending,03/31/2023,33866,
01/05/2025,2023,3,United States,Oxycodone,12 month-ending,03/31/2023,4389,
01/05/2025,2023,3,United States,Xylazine,12 month-ending,03/31/2023,5055,
01/05/2025,2023,4,United States,Cocaine,12 month-ending,04/30/2023,30673,
01/05/2025,2023,4,United States,Fentanyl,12 month-ending,04/30/2023,75530,
01/05/2025,2023,4,United States,Gabapentin,12 month-ending,04/30/2023,4377,
01/05/2025,2023,4,United States,Heroin,12 month-ending,04/30/2023,5235,
01/05/2025,2023,4,United States,Methamphetamine,12 month-ending,04/30/2023,34302,
01/05/2025,2023,4,United States,Oxycodone,12 month-ending,04/30/2023,4400,
01/05/2025,2023,4,United States,Xylazine,12 month-ending,04/30/2023,5129,
01/05/2025,2023,5,United States,Cocaine,12 month-ending,05/31/2023,31111,
01/05/2025,2023,5,United States,Fentanyl,12 month-ending,05/31/2023,76202,
01/05/2025,2023,5,United States,Gabapentin,12 month-ending,05/31/2023,4354,
01/05/2025,2023,5,United States,Heroin,12 month-ending,05/31/2023,5095,
01/05/2025,2023,5,United States,Methamphetamine,12 month-ending,05/31/2023,34635,
01/05/2025,2023,5,United States,Oxycodone,12 month-ending,05/31/2023,4400,
01/05/2025,2023,5,United States,Xylazine,12 month-ending,05/31/2023,5257,
01/05/2025,2023,6,United States,Cocaine,12 month-ending,06/30/2023,31497,
01/05/2025,2023,6,United States,Fentanyl,12 month-ending,06/30/2023,76522,
01/05/2025,2023,6,United States,Gabapentin,12 month-ending,06/30/2023,4358,
01/05/2025,2023,6,United States,Heroin,12 month-ending,06/30/2023,4992,
01/05/2025,2023,6,United States,Methamphetamine,12 month-ending,06/30/2023,34711,
01/05/2025,2023,6,United States,Oxycodone,12 month-ending,06/30/2023,4387,
01/05/2025,2023,6,United States,Xylazine,12 month-ending,06/30/2023,5394,
01/05/2025,2023,7,United States,Cocaine,12 month-ending,07/31/2023,31758,
01/05/2025,2023,7,United States,Fentanyl,12 month-ending,07/31/2023,76578,
01/05/2025,2023,7,United States,Gabapentin,12 month-ending,07/31/2023,4351,
01/05/2025,2023,7,United States,Heroin,12 month-ending,07/31/2023,4820,
01/05/2025,2023,7,United States,Methamphetamine,12 month-ending,07/31/2023,34950,
01/05/2025,2023,7,United States,Oxycodone,12 month-ending,07/31/2023,4335,
01/05/2025,2023,7,United States,Xylazine,12 month-ending,07/31/2023,5513,
01/05/2025,2023,8,United States,Cocaine,12 month-ending,08/31/2023,32043,
01/05/2025,2023,8,United States,Fentanyl,12 month-ending,08/31/2023,76461,
01/05/2025,2023,8,United States,Gabapentin,12 month-ending,08/31/2023,4325,
01/05/2025,2023,8,United States,Heroin,12 month-ending,08/31/2023,4663,
01/05/2025,2023,8,United States,Methamphetamine,12 month-ending,08/31/2023,35205,
01/05/2025,2023,8,United States,Oxycodone,12 month-ending,08/31/2023,4339,
01/05/2025,2023,8,United States,Xylazine,12 month-ending,08/31/2023,5654,
01/05/2025,2023,9,United States,Cocaine,12 month-ending,09/30/2023,32028,
01/05/2025,2023,9,United States,Fentanyl,12 month-ending,09/30/2023,76099,
01/05/2025,2023,9,United States,Gabapentin,12 month-ending,09/30/2023,4262,
01/05/2025,2023,9,United States,Heroin,12 month-ending,09/30/2023,4527,
01/05/2025,2023,9,United States,Methamphetamine,12 month-ending,09/30/2023,35119,
01/05/2025,2023,9,United States,Oxycodone,12 month-ending,09/30/2023,4262,
01/05/2025,2023,9,United States,Xylazine,12 month-ending,09/30/2023,5869,
01/05/2025,2023,10,United States,Cocaine,12 month-ending,10/31/2023,31939,
01/05/2025,2023,10,United States,Fentanyl,12 month-ending,10/31/2023,75262,
01/05/2025,2023,10,United States,Gabapentin,12 month-ending,10/31/2023,4165,
01/05/2025,2023,10,United States,Heroin,12 month-ending,10/31/2023,4384,
01/05/2025,2023,10,United States,Methamphetamine,12 month-ending,10/31/2023,34930,
01/05/2025,2023,10,United States,Oxycodone,12 month-ending,10/31/2023,4227,
01/05/2025,2023,10,United States,Xylazine,12 month-ending,10/31/2023,6059,
01/05/2025,2023,11,United States,Cocaine,12 month-ending,11/30/2023,31791,
01/05/2025,2023,11,United States,Fentanyl,12 month-ending,11/30/2023,74239,
01/05/2025,2023,11,United States,Gabapentin,12 month-ending,11/30/2023,4071,
01/05/2025,2023,11,United States,Heroin,12 month-ending,11/30/2023,4218,
01/05/2025,2023,11,United States,Methamphetamine,12 month-ending,11/30/2023,34624,
01/05/2025,2023,11,United States,Oxycodone,12 month-ending,11/30/2023,4170,
01/05/2025,2023,11,United States,Xylazine,12 month-ending,11/30/2023,6218,
01/05/2025,2023,12,United States,Cocaine,12 month-ending,12/31/2023,31506,
01/05/2025,2023,12,United States,Fentanyl,12 month-ending,12/31/2023,72984,
01/05/2025,2023,12,United States,Gabapentin,12 month-ending,12/31/2023,3978,
01/05/2025,2023,12,United States,Heroin,12 month-ending,12/31/2023,4067,
01/05/2025,2023,12,United States,Methamphetamine,12 month-ending,12/31/2023,34043,
01/05/2025,2023,12,United States,Oxycodone,12 month-ending,12/31/2023,4104,
01/05/2025,2023,12,United States,Xylazine,12 month-ending,12/31/2023,6402,
01/05/2025,2024,1,United States,Cocaine,12 month-ending,01/31/2024,31101,
01/05/2025,2024,1,United States,Fentanyl,12 month-ending,01/31/2024,71540,
01/05/2025,2024,1,United States,Gabapentin,12 month-ending,01/31/2024,3964,
01/05/2025,2024,1,United States,Heroin,12 month-ending,01/31/2024,3950,
01/05/2025,2024,1,United States,Methamphetamine,12 month-ending,01/31/2024,33628,
01/05/2025,2024,1,United States,Oxycodone,12 month-ending,01/31/2024,4084,
01/05/2025,2024,1,United States,Xylazine,12 month-ending,01/31/2024,6589,
01/05/2025,2024,2,United States,Cocaine,12 month-ending,02/29/2024,30748,
01/05/2025,2024,2,United States,Fentanyl,12 month-ending,02/29/2024,70184,
01/05/2025,2024,2,United States,Gabapentin,12 month-ending,02/29/2024,3897,
01/05/2025,2024,2,United States,Heroin,12 month-ending,02/29/2024,3832,
01/05/2025,2024,2,United States,Methamphetamine,12 month-ending,02/29/2024,33320,
01/05/2025,2024,2,United States,Oxycodone,12 month-ending,02/29/2024,4007,
01/05/2025,2024,2,United States,Xylazine,12 month-ending,02/29/2024,6702,
01/05/2025,2024,3,United States,Cocaine,12 month-ending,03/31/2024,30140,
01/05/2025,2024,3,United States,Fentanyl,12 month-ending,03/31/2024,68171,
01/05/2025,2024,3,United States,Gabapentin,12 month-ending,03/31/2024,3807,
01/05/2025,2024,3,United States,Heroin,12 month-ending,03/31/2024,3669,
01/05/2025,2024,3,United States,Methamphetamine,12 month-ending,03/31/2024,32729,
01/05/2025,2024,3,United States,Oxycodone,12 month-ending,03/31/2024,3898,
01/05/2025,2024,3,United States,Xylazine,12 month-ending,03/31/2024,6780,
01/05/2025,2024,4,United States,Cocaine,12 month-ending,04/30/2024,29413,
01/05/2025,2024,4,United States,Fentanyl,12 month-ending,04/30/2024,66004,
01/05/2025,2024,4,United States,Gabapentin,12 month-ending,04/30/2024,3687,
01/05/2025,2024,4,United States,Heroin,12 month-ending,04/30/2024,3550,
01/05/2025,2024,4,United States,Methamphetamine,12 month-ending,04/30/2024,32051,
01/05/2025,2024,4,United States,Oxycodone,12 month-ending,04/30/2024,3785,
01/05/2025,2024,4,United States,Xylazine,12 month-ending,04/30/2024,6787,
01/05/2025,2024,5,United States,Cocaine,12 month-ending,05/31/2024,28587,
01/05/2025,2024,5,United States,Fentanyl,12 month-ending,05/31/2024,63503,
01/05/2025,2024,5,United States,Gabapentin,12 month-ending,05/31/2024,3613,
01/05/2025,2024,5,United States,Heroin,12 month-ending,05/31/2024,3431,
01/05/2025,2024,5,United States,Methamphetamine,12 month-ending,05/31/2024,31336,
01/05/2025,2024,5,United States,Oxycodone,12 month-ending,05/31/2024,3692,
01/05/2025,2024,5,United States,Xylazine,12 month-ending,05/31/2024,6749,
01/05/2025,2024,6,United States,Cocaine,12 month-ending,06/30/2024,27748,
01/05/2025,2024,6,United States,Fentanyl,12 month-ending,06/30/2024,61075,
01/05/2025,2024,6,United States,Gabapentin,12 month-ending,06/30/2024,3501,
01/05/2025,2024,6,United States,Heroin,12 month-ending,06/30/2024,3247,
01/05/2025,2024,6,United States,Methamphetamine,12 month-ending,06/30/2024,30700,
01/05/2025,2024,6,United States,Oxycodone,12 month-ending,06/30/2024,3579,
01/05/2025,2024,6,United States,Xylazine,12 month-ending,06/30/2024,6708,
01/05/2025,2019,1,Region 1,Fentanyl,12 month-ending,01/31/2019,3420,
01/05/2025,2019,2,Region 1,Fentanyl,12 month-ending,02/28/2019,3434,
01/05/2025,2019,3,Region 1,Fentanyl,12 month-ending,03/31/2019,3443,
01/05/2025,2019,4,Region 1,Fentanyl,12 month-ending,04/30/2019,3440,
01/05/2025,2019,5,Region 1,Fentanyl,12 month-ending,05/31/2019,3439,
01/05/2025,2019,6,Region 1,Fentanyl,12 month-ending,06/30/2019,3461,
01/05/2025,2019,7,Region 1,Fentanyl,12 month-ending,07/31/2019,3464,
01/05/2025,2019,8,Region 1,Fentanyl,12 month-ending,08/31/2019,3539,
01/05/2025,2019,9,Region 1,Fentanyl,12 month-ending,09/30/2019,3553,
01/05/2025,2019,10,Region 1,Fentanyl,12 month-ending,10/31/2019,3620,
01/05/2025,2019,11,Region 1,Fentanyl,12 month-ending,11/30/2019,3653,
01/05/2025,2019,12,Region 1,Fentanyl,12 month-ending,12/31/2019,3719,
01/05/2025,2020,1,Region 1,Fentanyl,12 month-ending,01/31/2020,3763,
01/05/2025,2020,2,Region 1,Fentanyl,12 month-ending,02/29/2020,3815,
01/05/2025,2020,3,Region 1,Fentanyl,12 month-ending,03/31/2020,3833,
01/05/2025,2020,4,Region 1,Fentanyl,12 month-ending,04/30/2020,3926,
01/05/2025,2020,5,Region 1,Fentanyl,12 month-ending,05/31/2020,4030,
01/05/2025,2020,6,Region 1,Fentanyl,12 month-ending,06/30/2020,4039,
01/05/2025,2020,7,Region 1,Fentanyl,12 month-ending,07/31/2020,4112,
01/05/2025,2020,8,Region 1,Fentanyl,12 month-ending,08/31/2020,4062,
01/05/2025,2020,9,Region 1,Fentanyl,12 month-ending,09/30/2020,4105,
01/05/2025,2020,10,Region 1,Fentanyl,12 month-ending,10/31/2020,4091,
01/05/2025,2020,11,Region 1,Fentanyl,12 month-ending,11/30/2020,4093,
01/05/2025,2020,12,Region 1,Fentanyl,12 month-ending,12/31/2020,4117,
01/05/2025,2021,1,Region 1,Fentanyl,12 month-ending,01/31/2021,4194,
01/05/2025,2021,2,Region 1,Fentanyl,12 month-ending,02/28/2021,4201,
01/05/2025,2021,3,Region 1,Fentanyl,12 month-ending,03/31/2021,4283,
01/05/2025,2021,4,Region 1,Fentanyl,12 month-ending,04/30/2021,4288,
01/05/2025,2021,5,Region 1,Fentanyl,12 month-ending,05/31/2021,4278,
01/05/2025,2021,6,Region 1,Fentanyl,12 month-ending,06/30/2021,4335,
01/05/2025,2021,7,Region 1,Fentanyl,12 month-ending,07/31/2021,4342,
01/05/2025,2021,8,Region 1,Fentanyl,12 month-ending,08/31/2021,4469,
01/05/2025,2021,9,Region 1,Fentanyl,12 month-ending,09/30/2021,4570,
01/05/2025,2021,10,Region 1,Fentanyl,12 month-ending,10/31/2021,4665,
01/05/2025,2021,11,Region 1,Fentanyl,12 month-ending,11/30/2021,4738,
01/05/2025,2021,12,Region 1,Fentanyl,12 month-ending,12/31/2021,4775,
01/05/2025,2022,1,Region 1,Fentanyl,12 month-ending,01/31/2022,4766,
01/05/2025,2022,2,Region 1,Fentanyl,12 month-ending,02/28/2022,4805,
01/05/2025,2022,3,Region 1,Fentanyl,12 month-ending,03/31/2022,4819,
01/05/2025,2022,4,Region 1,Fentanyl,12 month-ending,04/30/2022,4845,
01/05/2025,2022,5,Region 1,Fentanyl,12 month-ending,05/31/2022,4840,
01/05/2025,2022,6,Region 1,Fentanyl,12 month-ending,06/30/2022,4835,
01/05/2025,2022,7,Region 1,Fentanyl,12 month-ending,07/31/2022,4842,
01/05/2025,2022,8,Region 1,Fentanyl,12 month-ending,08/31/2022,4805,
01/05/2025,2022,9,Region 1,Fentanyl,12 month-ending,09/30/2022,4781,
01/05/2025,2022,10,Region 1,Fentanyl,12 month-ending,10/31/2022,4830,
01/05/2025,2022,11,Region 1,Fentanyl,12 month-ending,11/30/2022,4857,
01/05/2025,2022,12,Region 1,Fentanyl,12 month-ending,12/31/2022,4871,
01/05/2025,2023,1,Region 1,Fentanyl,12 month-ending,01/31/2023,4898,
01/05/2025,2023,2,Region 1,Fentanyl,12 month-ending,02/28/2023,4900,
01/05/2025,2023,3,Region 1,Fentanyl,12 month-ending,03/31/2023,4847,
01/05/2025,2023,4,Region 1,Fentanyl,12 month-ending,04/30/2023,4824,
01/05/2025,2023,5,Region 1,Fentanyl,12 month-ending,05/31/2023,4848,
01/05/2025,2023,6,Region 1,Fentanyl,12 month-ending,06/30/2023,4833,
01/05/2025,2023,7,Region 1,Fentanyl,12 month-ending,07/31/2023,4800,
01/05/2025,2023,8,Region 1,Fentanyl,12 month-ending,08/31/2023,4767,
01/05/2025,2023,9,Region 1,Fentanyl,12 month-ending,09/30/2023,4739,
01/05/2025,2023,10,Region 1,Fentanyl,12 month-ending,10/31/2023,4586,
01/05/2025,2023,11,Region 1,Fentanyl,12 month-ending,11/30/2023,4498,
01/05/2025,2023,12,Region 1,Fentanyl,12 month-ending,12/31/2023,4426,
01/05/2025,2024,1,Region 1,Fentanyl,12 month-ending,01/31/2024,4339,
01/05/2025,2024,2,Region 1,Fentanyl,12 month-ending,02/29/2024,4236,
01/05/2025,2024,3,Region 1,Fentanyl,12 month-ending,03/31/2024,4181,
01/05/2025,2024,4,Region 1,Fentanyl,12 month-ending,04/30/2024,4051,
01/05/2025,2024,5,Region 1,Fentanyl,12 month-ending,05/31/2024,3883,
01/05/2025,2024,6,Region 1,Fentanyl,12 month-ending,06/30/2024,3766,
01/05/2025,2019,1,Region 2,Fentanyl,12 month-ending,01/31/2019,4328,
01/05/2025,2019,2,Region 2,Fentanyl,12 month-ending,02/28/2019,4389,
01/05/2025,2019,3,Region 2,Fentanyl,12 month-ending,03/31/2019,4381,
01/05/2025,2019,4,Region 2,Fentanyl,12 month-ending,04/30/2019,4331,
01/05/2025,2019,5,Region 2,Fentanyl,12 month-ending,05/31/2019,4277,
01/05/2025,2019,6,Region 2,Fentanyl,12 month-ending,06/30/2019,4252,
01/05/2025,2019,7,Region 2,Fentanyl,12 month-ending,07/31/2019,4296,
01/05/2025,2019,8,Region 2,Fentanyl,12 month-ending,08/31/2019,4311,
01/05/2025,2019,9,Region 2,Fentanyl,12 month-ending,09/30/2019,4333,
01/05/2025,2019,10,Region 2,Fentanyl,12 month-ending,10/31/2019,4347,
01/05/2025,2019,11,Region 2,Fentanyl,12 month-ending,11/30/2019,4411,
01/05/2025,2019,12,Region 2,Fentanyl,12 month-ending,12/31/2019,4512,
01/05/2025,2020,1,Region 2,Fentanyl,12 month-ending,01/31/2020,4656,
01/05/2025,2020,2,Region 2,Fentanyl,12 month-ending,02/29/2020,4744,
01/05/2025,2020,3,Region 2,Fentanyl,12 month-ending,03/31/2020,4879,
01/05/2025,2020,4,Region 2,Fentanyl,12 month-ending,04/30/2020,5076,
01/05/2025,2020,5,Region 2,Fentanyl,12 month-ending,05/31/2020,5362,
01/05/2025,2020,6,Region 2,Fentanyl,12 month-ending,06/30/2020,5512,
01/05/2025,2020,7,Region 2,Fentanyl,12 month-ending,07/31/2020,5615,
01/05/2025,2020,8,Region 2,Fentanyl,12 month-ending,08/31/2020,5737,
01/05/2025,2020,9,Region 2,Fentanyl,12 month-ending,09/30/2020,5824,
01/05/2025,2020,10,Region 2,Fentanyl,12 month-ending,10/31/2020,5895,
01/05/2025,2020,11,Region 2,Fentanyl,12 month-ending,11/30/2020,5986,
01/05/2025,2020,12,Region 2,Fentanyl,12 month-ending,12/31/2020,6013,
01/05/2025,2021,1,Region 2,Fentanyl,12 month-ending,01/31/2021,6205,
01/05/2025,2021,2,Region 2,Fentanyl,12 month-ending,02/28/2021,6258,
01/05/2025,2021,3,Region 2,Fentanyl,12 month-ending,03/31/2021,6415,
01/05/2025,2021,4,Region 2,Fentanyl,12 month-ending,04/30/2021,6455,
01/05/2025,2021,5,Region 2,Fentanyl,12 month-ending,05/31/2021,6375,
01/05/2025,2021,6,Region 2,Fentanyl,12 month-ending,06/30/2021,6471,
01/05/2025,2021,7,Region 2,Fentanyl,12 month-ending,07/31/2021,6569,
01/05/2025,2021,8,Region 2,Fentanyl,12 month-ending,08/31/2021,6677,
01/05/2025,2021,9,Region 2,Fentanyl,12 month-ending,09/30/2021,6833,
01/05/2025,2021,10,Region 2,Fentanyl,12 month-ending,10/31/2021,6979,
01/05/2025,2021,11,Region 2,Fentanyl,12 month-ending,11/30/2021,7037,
01/05/2025,2021,12,Region 2,Fentanyl,12 month-ending,12/31/2021,7148,
01/05/2025,2022,1,Region 2,Fentanyl,12 month-ending,01/31/2022,7155,
01/05/2025,2022,2,Region 2,Fentanyl,12 month-ending,02/28/2022,7214,
01/05/2025,2022,3,Region 2,Fentanyl,12 month-ending,03/31/2022,7170,
01/05/2025,2022,4,Region 2,Fentanyl,12 month-ending,04/30/2022,7194,
01/05/2025,2022,5,Region 2,Fentanyl,12 month-ending,05/31/2022,7238,
01/05/2025,2022,6,Region 2,Fentanyl,12 month-ending,06/30/2022,7210,
01/05/2025,2022,7,Region 2,Fentanyl,12 month-ending,07/31/2022,7243,
01/05/2025,2022,8,Region 2,Fentanyl,12 month-ending,08/31/2022,7236,
01/05/2025,2022,9,Region 2,Fentanyl,12 month-ending,09/30/2022,7247,
01/05/2025,2022,10,Region 2,Fentanyl,12 month-ending,10/31/2022,7255,
01/05/2025,2022,11,Region 2,Fentanyl,12 month-ending,11/30/2022,7345,
01/05/2025,2022,12,Region 2,Fentanyl,12 month-ending,12/31/2022,7398,
01/05/2025,2023,1,Region 2,Fentanyl,12 month-ending,01/31/2023,7407,
01/05/2025,2023,2,Region 2,Fentanyl,12 month-ending,02/28/2023,7417,
01/05/2025,2023,3,Region 2,Fentanyl,12 month-ending,03/31/2023,7427,
01/05/2025,2023,4,Region 2,Fentanyl,12 month-ending,04/30/2023,7536,
01/05/2025,2023,5,Region 2,Fentanyl,12 month-ending,05/31/2023,7574,
01/05/2025,2023,6,Region 2,Fentanyl,12 month-ending,06/30/2023,7634,
01/05/2025,2023,7,Region 2,Fentanyl,12 month-ending,07/31/2023,7588,
01/05/2025,2023,8,Region 2,Fentanyl,12 month-ending,08/31/2023,7600,
01/05/2025,2023,9,Region 2,Fentanyl,12 month-ending,09/30/2023,7496,
01/05/2025,2023,10,Region 2,Fentanyl,12 month-ending,10/31/2023,7433,
01/05/2025,2023,11,Region 2,Fentanyl,12 month-ending,11/30/2023,7289,
01/05/2025,2023,12,Region 2,Fentanyl,12 month-ending,12/31/2023,7192,
01/05/2025,2024,1,Region 2,Fentanyl,12 month-ending,01/31/2024,7042,
01/05/2025,2024,2,Region 2,Fentanyl,12 month-ending,02/29/2024,6930,
01/05/2025,2024,3,Region 2,Fentanyl,12 month-ending,03/31/2024,6752,
01/05/2025,2024,4,Region 2,Fentanyl,12 month-ending,04/30/2024,6516,
01/05/2025,2024,5,Region 2,Fentanyl,12 month-ending,05/31/2024,6251,
01/05/2025,2024,6,Region 2,Fentanyl,12 month-ending,06/30/2024,5928,
01/05/2025,2019,1,Region 3,Fentanyl,12 month-ending,01/31/2019,6069,
01/05/2025,2019,2,Region 3,Fentanyl,12 month-ending,02/28/2019,6079,
01/05/2025,2019,3,Region 3,Fentanyl,12 month-ending,03/31/2019,6072,
01/05/2025,2019,4,Region 3,Fentanyl,12 month-ending,04/30/2019,6081,
01/05/2025,2019,5,Region 3,Fentanyl,12 month-ending,05/31/2019,6037,
01/05/2025,2019,6,Region 3,Fentanyl,12 month-ending,06/30/2019,6037,
01/05/2025,2019,7,Region 3,Fentanyl,12 month-ending,07/31/2019,6071,
01/05/2025,2019,8,Region 3,Fentanyl,12 month-ending,08/31/2019,6148,
01/05/2025,2019,9,Region 3,Fentanyl,12 month-ending,09/30/2019,6188,
01/05/2025,2019,10,Region 3,Fentanyl,12 month-ending,10/31/2019,6262,
01/05/2025,2019,11,Region 3,Fentanyl,12 month-ending,11/30/2019,6420,
